received_time_utc,received_ts_ms,market_ticker,message_type,inferred_side,quantity,probability_percent,probability_source,fee_dollars,fee_source,cumulative_bought_qty,cumulative_sold_qty,raw_message_json
2026-04-01T19:48:44.807000+00:00,1775072924807,KXWTAMATCH-26MAR31PEGPUT-PEG,trade,buy,22.000000,88.0000,yes_price_dollars,,,22.000000,0.000000,"{""type"":""trade"",""sid"":1,""seq"":1,""msg"":{""trade_id"":""1d70bcdf-250d-54ce-4900-3859758b4523"",""market_ticker"":""KXWTAMATCH-26MAR31PEGPUT-PEG"",""yes_price_dollars"":""0.8800"",""no_price_dollars"":""0.1200"",""count_fp"":""22.00"",""taker_side"":""yes"",""ts"":1775072924}}"
2026-04-01T19:48:45.446000+00:00,1775072925446,KXWTAMATCH-26MAR31PEGPUT-PEG,trade,buy,50.000000,88.0000,yes_price_dollars,,,72.000000,0.000000,"{""type"":""trade"",""sid"":1,""seq"":2,""msg"":{""trade_id"":""e04bfe89-8d31-733a-27dc-e14530570e53"",""market_ticker"":""KXWTAMATCH-26MAR31PEGPUT-PEG"",""yes_price_dollars"":""0.8800"",""no_price_dollars"":""0.1200"",""count_fp"":""50.00"",""taker_side"":""yes"",""ts"":1775072925}}"
2026-04-01T19:48:47.359000+00:00,1775072927359,KXWTAMATCH-26MAR31PEGPUT-PEG,trade,buy,150.000000,88.0000,yes_price_dollars,,,222.000000,0.000000,"{""type"":""trade"",""sid"":1,""seq"":3,""msg"":{""trade_id"":""070d3d72-1d79-6851-f9a6-e27c4fec2f48"",""market_ticker"":""KXWTAMATCH-26MAR31PEGPUT-PEG"",""yes_price_dollars"":""0.8800"",""no_price_dollars"":""0.1200"",""count_fp"":""150.00"",""taker_side"":""yes"",""ts"":1775072927}}"
2026-04-01T19:48:47.360000+00:00,1775072927360,KXWTAMATCH-26MAR31PEGPUT-PEG,trade,buy,17.000000,88.0000,yes_price_dollars,,,239.000000,0.000000,"{""type"":""trade"",""sid"":1,""seq"":4,""msg"":{""trade_id"":""830ccc7b-d753-68d3-e2e3-4dc15e524bbd"",""market_ticker"":""KXWTAMATCH-26MAR31PEGPUT-PEG"",""yes_price_dollars"":""0.8800"",""no_price_dollars"":""0.1200"",""count_fp"":""17.00"",""taker_side"":""yes"",""ts"":1775072927}}"
2026-04-01T19:48:49.512000+00:00,1775072929512,KXWTAMATCH-26MAR31PEGPUT-PEG,trade,sell,50.000000,87.0000,yes_price_dollars,,,239.000000,50.000000,"{""type"":""trade"",""sid"":1,""seq"":5,""msg"":{""trade_id"":""7b94de56-b8d0-6a2f-35fd-ae3b4488d344"",""market_ticker"":""KXWTAMATCH-26MAR31PEGPUT-PEG"",""yes_price_dollars"":""0.8700"",""no_price_dollars"":""0.1300"",""count_fp"":""50.00"",""taker_side"":""no"",""ts"":1775072929}}"
2026-04-01T19:48:50.215000+00:00,1775072930215,KXWTAMATCH-26MAR31PEGPUT-PEG,trade,buy,32.000000,87.0000,yes_price_dollars,,,271.000000,50.000000,"{""type"":""trade"",""sid"":1,""seq"":6,""msg"":{""trade_id"":""89020d21-bd08-4401-3e95-03bf2862e4c3"",""market_ticker"":""KXWTAMATCH-26MAR31PEGPUT-PEG"",""yes_price_dollars"":""0.8700"",""no_price_dollars"":""0.1300"",""count_fp"":""32.00"",""taker_side"":""yes"",""ts"":1775072930}}"
2026-04-01T19:48:50.216000+00:00,1775072930216,KXWTAMATCH-26MAR31PEGPUT-PEG,trade,buy,983.000000,88.0000,yes_price_dollars,,,1254.000000,50.000000,"{""type"":""trade"",""sid"":1,""seq"":7,""msg"":{""trade_id"":""6c94f19c-a947-4ccb-071e-aaf49c6ea005"",""market_ticker"":""KXWTAMATCH-26MAR31PEGPUT-PEG"",""yes_price_dollars"":""0.8800"",""no_price_dollars"":""0.1200"",""count_fp"":""983.00"",""taker_side"":""yes"",""ts"":1775072930}}"
2026-04-01T19:48:50.216000+00:00,1775072930216,KXWTAMATCH-26MAR31PEGPUT-PEG,trade,buy,15.000000,88.0000,yes_price_dollars,,,1269.000000,50.000000,"{""type"":""trade"",""sid"":1,""seq"":8,""msg"":{""trade_id"":""803405d7-fe16-4e9e-03de-0ef063ca8ecd"",""market_ticker"":""KXWTAMATCH-26MAR31PEGPUT-PEG"",""yes_price_dollars"":""0.8800"",""no_price_dollars"":""0.1200"",""count_fp"":""15.00"",""taker_side"":""yes"",""ts"":1775072930}}"
2026-04-01T19:48:50.216000+00:00,1775072930216,KXWTAMATCH-26MAR31PEGPUT-PEG,trade,buy,1000.000000,89.0000,yes_price_dollars,,,2269.000000,50.000000,"{""type"":""trade"",""sid"":1,""seq"":9,""msg"":{""trade_id"":""d5553765-1dbb-45bc-38d7-ee7109651cda"",""market_ticker"":""KXWTAMATCH-26MAR31PEGPUT-PEG"",""yes_price_dollars"":""0.8900"",""no_price_dollars"":""0.1100"",""count_fp"":""1000.00"",""taker_side"":""yes"",""ts"":1775072930}}"
2026-04-01T19:48:50.217000+00:00,1775072930217,KXWTAMATCH-26MAR31PEGPUT-PEG,trade,buy,1000.000000,89.0000,yes_price_dollars,,,3269.000000,50.000000,"{""type"":""trade"",""sid"":1,""seq"":10,""msg"":{""trade_id"":""977ff7dc-ab93-4832-03f0-633f458ea55d"",""market_ticker"":""KXWTAMATCH-26MAR31PEGPUT-PEG"",""yes_price_dollars"":""0.8900"",""no_price_dollars"":""0.1100"",""count_fp"":""1000.00"",""taker_side"":""yes"",""ts"":1775072930}}"
